model date.run aoa L D Mp Cl Cd Cm Re svl A rho v
Bare 20090523DB -1.500000e+01 -2.176170e-02 1.356625e-02 1.606011e-04 -4.479208e-02 2.792339e-02 2.267250e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB -1.000000e+01 -1.523273e-02 1.302086e-02 2.329146e-04 -3.135351e-02 2.680082e-02 3.288120e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB -5.000000e+00 -3.350459e-03 8.608203e-03 3.704509e-04 -6.896247e-03 1.771825e-02 5.229758e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 0.000000e+00 -8.372759e-05 7.989212e-03 5.365691e-04 -1.723364e-04 1.644419e-02 7.574895e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 5.000000e+00 6.171642e-03 8.784068e-03 7.364125e-04 1.270308e-02 1.808024e-02 1.039614e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 1.000000e+01 1.330728e-02 1.022195e-02 9.388697e-04 2.739037e-02 2.103983e-02 1.325428e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 1.500000e+01 2.194824e-02 1.240056e-02 1.161428e-03 4.517604e-02 2.552405e-02 1.639620e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 2.000000e+01 3.147454e-02 1.679773e-02 1.331042e-03 6.478401e-02 3.457474e-02 1.879069e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 2.500000e+01 4.048659e-02 2.379656e-02 1.497032e-03 8.333351e-02 4.898043e-02 2.113402e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 3.000000e+01 4.818513e-02 2.988030e-02 1.678478e-03 9.917940e-02 6.150258e-02 2.369554e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 4.500000e+01 7.401674e-02 7.401674e-02 1.492208e-03 1.523486e-01 1.523486e-01 2.106591e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 6.000000e+01 4.387147e-02 8.348207e-02 1.646824e-03 9.030060e-02 1.718310e-01 2.324868e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 7.500000e+01 2.062636e-02 8.573145e-02 6.404479e-04 4.245521e-02 1.764610e-01 9.041381e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 9.000000e+01 -4.573609e-03 8.827533e-02 2.508640e-05 -9.413854e-03 1.816970e-01 3.541517e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 1.050000e+02 -2.613740e-02 8.778401e-02 -7.405660e-04 -5.379858e-02 1.806857e-01 -1.045478e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DB 1.200000e+02 -4.943605e-02 8.440802e-02 -1.866785e-03 -1.017542e-01 1.737369e-01 -2.635391e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC -3.000000e+01 -5.030386e-02 3.630825e-02 -1.089472e-04 -1.035404e-01 7.473324e-02 -1.538038e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC -1.500000e+01 -2.187512e-02 1.098098e-02 1.694078e-04 -4.502554e-02 2.260215e-02 2.391577e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC -1.000000e+01 -1.570118e-02 1.294752e-02 2.336005e-04 -3.231773e-02 2.664986e-02 3.297802e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC -5.000000e+00 -3.629150e-03 8.520182e-03 3.931402e-04 -7.469875e-03 1.753708e-02 5.550069e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 0.000000e+00 -2.276949e-04 7.841258e-03 5.353617e-04 -4.686641e-04 1.613965e-02 7.557850e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 5.000000e+00 5.894288e-03 8.496753e-03 7.324959e-04 1.213221e-02 1.748886e-02 1.034085e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 1.000000e+01 1.341187e-02 1.012966e-02 9.389461e-04 2.760565e-02 2.084987e-02 1.325536e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 1.500000e+01 2.175534e-02 1.226476e-02 1.166167e-03 4.477900e-02 2.524454e-02 1.646310e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 2.000000e+01 3.103458e-02 1.646077e-02 1.329183e-03 6.387843e-02 3.388119e-02 1.876444e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 2.500000e+01 4.011847e-02 2.348967e-02 1.504716e-03 8.257580e-02 4.834876e-02 2.124249e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 3.000000e+01 4.817159e-02 2.993863e-02 1.674879e-03 9.915153e-02 6.162265e-02 2.364473e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 4.500000e+01 7.400870e-02 7.400870e-02 1.494807e-03 1.523320e-01 1.523320e-01 2.110260e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 6.000000e+01 4.395112e-02 8.339834e-02 1.638852e-03 9.046454e-02 1.716587e-01 2.313613e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 7.500000e+01 2.061338e-02 8.569536e-02 6.425581e-04 4.242849e-02 1.763867e-01 9.071170e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 9.000000e+01 -4.615741e-03 8.778350e-02 2.720407e-05 -9.500574e-03 1.806847e-01 3.840474e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 1.050000e+02 -2.590072e-02 8.784088e-02 -7.431110e-04 -5.331142e-02 1.808028e-01 -1.049070e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DC 1.200000e+02 -4.965392e-02 8.455507e-02 -1.868670e-03 -1.022026e-01 1.740396e-01 -2.638053e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD -3.000000e+01 -5.043511e-02 3.645979e-02 -1.079251e-04 -1.038105e-01 7.504514e-02 -1.523609e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD -1.500000e+01 -2.238756e-02 9.508262e-03 1.715514e-04 -4.608030e-02 1.957085e-02 2.421838e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD -1.000000e+01 -1.629225e-02 1.276940e-02 2.388737e-04 -3.353433e-02 2.628324e-02 3.372246e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD -5.000000e+00 -3.766831e-03 8.660468e-03 3.952188e-04 -7.753264e-03 1.782583e-02 5.579413e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 0.000000e+00 -2.449354e-04 8.030591e-03 5.391792e-04 -5.041504e-04 1.652936e-02 7.611742e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 5.000000e+00 5.825464e-03 8.463992e-03 7.346042e-04 1.199055e-02 1.742143e-02 1.037061e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 1.000000e+01 1.361066e-02 1.048789e-02 9.377187e-04 2.801480e-02 2.158721e-02 1.323803e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 1.500000e+01 2.201644e-02 1.243863e-02 1.164835e-03 4.531642e-02 2.560242e-02 1.644430e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 2.000000e+01 3.122563e-02 1.663015e-02 1.329073e-03 6.427169e-02 3.422981e-02 1.876289e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 2.500000e+01 4.020803e-02 2.363608e-02 1.504150e-03 8.276014e-02 4.865011e-02 2.123450e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 3.000000e+01 4.814731e-02 2.985446e-02 1.685899e-03 9.910155e-02 6.144941e-02 2.380030e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 4.500000e+01 7.415902e-02 7.415902e-02 1.483144e-03 1.526414e-01 1.526414e-01 2.093796e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 6.000000e+01 4.425601e-02 8.378511e-02 1.638435e-03 9.109210e-02 1.724548e-01 2.313024e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 7.500000e+01 2.067014e-02 8.592536e-02 6.461960e-04 4.254533e-02 1.768601e-01 9.122528e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 9.000000e+01 -4.479489e-03 8.791159e-02 2.500293e-05 -9.220128e-03 1.809483e-01 3.529732e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 1.050000e+02 -2.603424e-02 8.802238e-02 -7.381997e-04 -5.358625e-02 1.811764e-01 -1.042137e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DD 1.200000e+02 -4.945667e-02 8.432019e-02 -1.871454e-03 -1.017966e-01 1.735562e-01 -2.641984e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE -3.000000e+01 -5.028529e-02 3.639682e-02 -1.061133e-04 -1.035022e-01 7.491553e-02 -1.498030e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE -1.500000e+01 -2.326793e-02 8.627205e-03 1.778135e-04 -4.789235e-02 1.775737e-02 2.510242e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE -1.000000e+01 -1.658607e-02 1.284705e-02 2.238634e-04 -3.413909e-02 2.644307e-02 3.160342e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE -5.000000e+00 -3.926137e-03 8.572072e-03 3.804338e-04 -8.081163e-03 1.764389e-02 5.370689e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 0.000000e+00 -2.838231e-04 7.871867e-03 5.398932e-04 -5.841927e-04 1.620266e-02 7.621822e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 5.000000e+00 5.938559e-03 8.549887e-03 7.339725e-04 1.222333e-02 1.759822e-02 1.036169e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 1.000000e+01 1.343603e-02 1.035328e-02 9.374284e-04 2.765536e-02 2.131015e-02 1.323394e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 1.500000e+01 2.199015e-02 1.242387e-02 1.164256e-03 4.526229e-02 2.557203e-02 1.643612e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 2.000000e+01 3.143397e-02 1.682355e-02 1.325809e-03 6.470051e-02 3.462790e-02 1.871682e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 2.500000e+01 4.036599e-02 2.379591e-02 1.503082e-03 8.308526e-02 4.897909e-02 2.121942e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 3.000000e+01 4.840277e-02 3.010650e-02 1.682243e-03 9.962738e-02 6.196817e-02 2.374868e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 4.500000e+01 7.432569e-02 7.432569e-02 1.490288e-03 1.529845e-01 1.529845e-01 2.103881e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 6.000000e+01 4.416336e-02 8.379469e-02 1.637702e-03 9.090140e-02 1.724745e-01 2.311989e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 7.500000e+01 2.063450e-02 8.575203e-02 6.471389e-04 4.247197e-02 1.765033e-01 9.135840e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 9.000000e+01 -4.315727e-03 8.789095e-02 1.952303e-05 -8.883055e-03 1.809059e-01 2.756120e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 1.050000e+02 -2.581581e-02 8.787086e-02 -7.393531e-04 -5.313666e-02 1.808645e-01 -1.043765e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Bare 20090523DE 1.200000e+02 -4.956822e-02 8.435784e-02 -1.868657e-03 -1.020262e-01 1.736336e-01 -2.638035e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA -3.000000e+01 -2.298850e-01 1.215218e-01 -2.555848e-03 -4.731721e-01 2.501283e-01 -3.608161e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA -1.500000e+01 2.262730e-02 3.063340e-02 1.424273e-03 4.657375e-02 6.305270e-02 2.010685e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA -1.000000e+01 1.546214e-01 2.314039e-02 2.787008e-03 3.182570e-01 4.762984e-02 3.934496e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA -5.000000e+00 2.420684e-01 3.398027e-02 3.305260e-03 4.982492e-01 6.994154e-02 4.666127e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 0.000000e+00 2.412172e-01 6.205123e-02 2.910198e-03 4.964972e-01 1.277200e-01 4.108407e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 5.000000e+00 2.328648e-01 8.240577e-02 2.860468e-03 4.793055e-01 1.696157e-01 4.038202e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 1.000000e+01 2.509047e-01 1.061322e-01 2.968175e-03 5.164368e-01 2.184517e-01 4.190255e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 1.500000e+01 2.697131e-01 1.318009e-01 3.085891e-03 5.551503e-01 2.712856e-01 4.356438e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 2.000000e+01 2.888382e-01 1.602380e-01 3.213692e-03 5.945153e-01 3.298176e-01 4.536857e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 2.500000e+01 3.062244e-01 1.906795e-01 3.328103e-03 6.303014e-01 3.924754e-01 4.698375e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 3.000000e+01 3.213554e-01 2.236832e-01 3.428662e-03 6.614455e-01 4.604068e-01 4.840337e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 4.500000e+01 3.253959e-01 3.253959e-01 3.264616e-03 6.697621e-01 6.697621e-01 4.608748e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 6.000000e+01 2.706568e-01 4.157689e-01 2.630104e-03 5.570927e-01 8.557767e-01 3.712990e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 7.500000e+01 1.704467e-01 4.695804e-01 1.727527e-03 3.508302e-01 9.665368e-01 2.438797e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 9.000000e+01 3.724960e-02 4.580995e-01 4.495736e-04 7.667082e-02 9.429057e-01 6.346755e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 1.050000e+02 -8.719385e-02 4.105662e-01 -6.992664e-04 -1.794710e-01 8.450679e-01 -9.871737e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EA 1.200000e+02 -1.791407e-01 3.250843e-01 -1.787526e-03 -3.687250e-01 6.691207e-01 -2.523500e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB -3.000000e+01 -2.286962e-01 1.195315e-01 -2.565029e-03 -4.707252e-01 2.460316e-01 -3.621123e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB -1.500000e+01 1.963685e-02 3.162350e-02 1.420662e-03 4.041851e-02 6.509062e-02 2.005588e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB -1.000000e+01 1.519678e-01 2.349027e-02 2.772524e-03 3.127952e-01 4.835001e-02 3.914049e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB -5.000000e+00 2.405706e-01 3.373313e-02 3.295440e-03 4.951662e-01 6.943286e-02 4.652263e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 0.000000e+00 2.412983e-01 6.153353e-02 2.904437e-03 4.966641e-01 1.266544e-01 4.100274e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 5.000000e+00 2.328441e-01 8.198981e-02 2.854488e-03 4.792627e-01 1.687595e-01 4.029760e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 1.000000e+01 2.487687e-01 1.051291e-01 2.956395e-03 5.120404e-01 2.163870e-01 4.173625e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 1.500000e+01 2.694660e-01 1.316534e-01 3.080647e-03 5.546416e-01 2.709821e-01 4.349035e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 2.000000e+01 2.877947e-01 1.593715e-01 3.201262e-03 5.923676e-01 3.280343e-01 4.519310e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 2.500000e+01 3.063961e-01 1.905912e-01 3.320269e-03 6.306547e-01 3.922936e-01 4.687316e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 3.000000e+01 3.205988e-01 2.231160e-01 3.415562e-03 6.598882e-01 4.592394e-01 4.821844e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 4.500000e+01 3.238628e-01 3.238628e-01 3.256820e-03 6.666064e-01 6.666064e-01 4.597743e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 6.000000e+01 2.689660e-01 4.136676e-01 2.616959e-03 5.536125e-01 8.514516e-01 3.694434e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 7.500000e+01 1.692629e-01 4.681917e-01 1.710855e-03 3.483936e-01 9.636785e-01 2.415261e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 9.000000e+01 3.698523e-02 4.577642e-01 4.398670e-04 7.612665e-02 9.422156e-01 6.209725e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 1.050000e+02 -8.799014e-02 4.102343e-01 -7.160898e-04 -1.811100e-01 8.443848e-01 -1.010924e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EB 1.200000e+02 -1.795110e-01 3.253263e-01 -1.796392e-03 -3.694874e-01 6.696187e-01 -2.536016e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC -3.000000e+01 -2.290498e-01 1.186697e-01 -2.578828e-03 -4.714529e-01 2.442578e-01 -3.640603e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC -1.500000e+01 1.693002e-02 3.230665e-02 1.414600e-03 3.484704e-02 6.649675e-02 1.997030e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC -1.000000e+01 1.505036e-01 2.369399e-02 2.776794e-03 3.097814e-01 4.876932e-02 3.920076e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC -5.000000e+00 2.397605e-01 3.372730e-02 3.291774e-03 4.934988e-01 6.942087e-02 4.647088e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 0.000000e+00 2.402329e-01 6.119681e-02 2.897232e-03 4.944710e-01 1.259613e-01 4.090102e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 5.000000e+00 2.315664e-01 8.168797e-02 2.844120e-03 4.766329e-01 1.681383e-01 4.015123e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 1.000000e+01 2.494789e-01 1.052068e-01 2.957412e-03 5.135022e-01 2.165471e-01 4.175060e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 1.500000e+01 2.694015e-01 1.315964e-01 3.076633e-03 5.545088e-01 2.708648e-01 4.343368e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 2.000000e+01 2.889965e-01 1.597328e-01 3.202397e-03 5.948412e-01 3.287778e-01 4.520912e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 2.500000e+01 3.062763e-01 1.903693e-01 3.302639e-03 6.304081e-01 3.918368e-01 4.662427e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 3.000000e+01 3.209507e-01 2.230284e-01 3.400394e-03 6.606124e-01 4.590592e-01 4.800430e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 4.500000e+01 3.230572e-01 3.230572e-01 3.233642e-03 6.649482e-01 6.649482e-01 4.565022e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 6.000000e+01 2.687932e-01 4.136903e-01 2.601763e-03 5.532568e-01 8.514984e-01 3.672980e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 7.500000e+01 1.696355e-01 4.701944e-01 1.714803e-03 3.491605e-01 9.678005e-01 2.420834e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 9.000000e+01 3.704679e-02 4.586493e-01 4.272028e-04 7.625336e-02 9.440373e-01 6.030940e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 1.050000e+02 -8.827780e-02 4.101469e-01 -7.310570e-04 -1.817021e-01 8.442050e-01 -1.032053e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523EC 1.200000e+02 -1.802794e-01 3.268049e-01 -1.805633e-03 -3.710688e-01 6.726622e-01 -2.549062e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED -3.000000e+01 -2.305724e-01 1.190466e-01 -2.582192e-03 -4.745869e-01 2.450335e-01 -3.645353e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED -1.500000e+01 1.509491e-02 3.306540e-02 1.413554e-03 3.106984e-02 6.805849e-02 1.995554e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED -1.000000e+01 1.488975e-01 2.405754e-02 2.766314e-03 3.064755e-01 4.951761e-02 3.905282e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED -5.000000e+00 2.394510e-01 3.391898e-02 3.285040e-03 4.928616e-01 6.981539e-02 4.637581e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 0.000000e+00 2.403530e-01 6.117256e-02 2.897073e-03 4.947183e-01 1.259114e-01 4.089879e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 5.000000e+00 2.320753e-01 8.166579e-02 2.848691e-03 4.776804e-01 1.680926e-01 4.021576e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 1.000000e+01 2.494719e-01 1.054207e-01 2.953890e-03 5.134877e-01 2.169874e-01 4.170089e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 1.500000e+01 2.694240e-01 1.316183e-01 3.079229e-03 5.545552e-01 2.709098e-01 4.347033e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 2.000000e+01 2.882801e-01 1.595252e-01 3.206773e-03 5.933666e-01 3.283505e-01 4.527090e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 2.500000e+01 3.056469e-01 1.899678e-01 3.300525e-03 6.291127e-01 3.910105e-01 4.659443e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 3.000000e+01 3.192351e-01 2.221277e-01 3.407523e-03 6.570812e-01 4.572052e-01 4.810495e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
JustWings 20090523ED 4.500000e+01 3.229555e-01 3.229555e-01 3.237620e-03 6.647390e-01 6.647390e-01 4.570638e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
