model date.run aoa L D Mp Cl Cd Cm Re svl A rho v
SpreadDownDown 20090522N 2.500000e+01 5.114321e-01 2.956578e-01 -2.827637e-03 1.052680e+00 6.085521e-01 -3.991854e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522N 3.000000e+01 5.281180e-01 3.505141e-01 -3.076281e-03 1.087025e+00 7.214628e-01 -4.342870e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O -1.500000e+01 -4.212850e-02 4.263582e-02 -1.270711e-03 -8.671306e-02 8.775726e-02 -1.793898e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O -1.000000e+01 1.098275e-01 2.603013e-02 -4.689480e-04 2.260579e-01 5.357778e-02 -6.620269e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O -5.000000e+00 2.733738e-01 2.491462e-02 5.598915e-04 5.626851e-01 5.128174e-02 7.904143e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 0.000000e+00 3.763493e-01 5.507194e-02 5.685550e-04 7.746393e-01 1.133545e-01 8.026448e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 5.000000e+00 4.119239e-01 1.039934e-01 -5.555467e-04 8.478626e-01 2.140496e-01 -7.842807e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 1.000000e+01 4.360941e-01 1.520784e-01 -1.738577e-03 8.976120e-01 3.130228e-01 -2.454397e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 1.500000e+01 4.690083e-01 1.980482e-01 -2.266420e-03 9.653592e-01 4.076425e-01 -3.199568e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 2.000000e+01 4.908502e-01 2.446634e-01 -2.643900e-03 1.010316e+00 5.035905e-01 -3.732467e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 2.500000e+01 5.116615e-01 2.956475e-01 -2.858161e-03 1.053152e+00 6.085309e-01 -4.034945e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522O 3.000000e+01 5.290159e-01 3.508871e-01 -3.070153e-03 1.088873e+00 7.222305e-01 -4.334220e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
SpreadDownDown 20090522P -5.000000e+00 5.417269e-01 6.215305e-02 2.022555e-04 4.955715e-01 5.685758e-02 1.269021e-03 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
SpreadDownDown 20090522P 0.000000e+00 8.671633e-01 1.073982e-01 9.937815e-04 7.932806e-01 9.824786e-02 6.235328e-03 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
SpreadDownDown 20090522P 5.000000e+00 9.347356e-01 2.202486e-01 -1.500142e-03 8.550957e-01 2.014833e-01 -9.412411e-03 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
SpreadDownDown 20090522P 1.000000e+01 9.906251e-01 3.230630e-01 -3.727195e-03 9.062233e-01 2.955378e-01 -2.338571e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
SpreadDownDown 20090522P 1.500000e+01 1.046689e+00 4.278812e-01 -5.774021e-03 9.575110e-01 3.914255e-01 -3.622820e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
SpreadDownDown 20090522P 2.000000e+01 1.099478e+00 5.312999e-01 -6.842065e-03 1.005802e+00 4.860329e-01 -4.292948e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090701A 0.000000e+00 1.541465e-03 0.000000e+00 4.636052e-06 Inf NaN Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Spread 20090701A 0.000000e+00 -2.262148e-02 0.000000e+00 6.029465e-05 -1.205114e+02 0.000000e+00 2.203070e+00 1.528470e+03 1.458000e-01 1.261000e-02 1.204000e+00 1.572500e-01
Spread 20090701A 0.000000e+00 -2.078487e-02 0.000000e+00 9.376664e-05 -6.747717e+00 0.000000e+00 2.087855e-01 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Spread 20090701A 0.000000e+00 -1.819110e-02 0.000000e+00 1.272645e-04 -2.571980e+00 0.000000e+00 1.234123e-01 9.382230e+03 1.458000e-01 1.261000e-02 1.204000e+00 9.652500e-01
Spread 20090701A 0.000000e+00 -7.160368e-03 0.000000e+00 2.393079e-04 -2.614238e-01 0.000000e+00 5.992519e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Spread 20090701A 0.000000e+00 4.416264e-03 0.000000e+00 3.775925e-04 9.083326e-02 0.000000e+00 5.326669e-02 2.459889e+04 1.458000e-01 1.261000e-02 1.204000e+00 2.530750e+00
Spread 20090701A 0.000000e+00 2.034446e-02 0.000000e+00 5.632863e-04 2.680469e-01 0.000000e+00 5.090217e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Spread 20090701A 0.000000e+00 6.512996e-02 0.000000e+00 1.103568e-03 4.382691e-01 0.000000e+00 5.093327e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Spread 20090701A 0.000000e+00 1.239063e-01 0.000000e+00 1.784231e-03 5.046793e-01 0.000000e+00 4.984429e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Spread 20090701A 0.000000e+00 1.971742e-01 0.000000e+00 2.620829e-03 5.378130e-01 0.000000e+00 4.903006e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Spread 20090701A 0.000000e+00 2.834314e-01 0.000000e+00 3.578180e-03 5.536540e-01 0.000000e+00 4.793968e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Spread 20090701A 0.000000e+00 3.796858e-01 0.000000e+00 4.675099e-03 5.571859e-01 0.000000e+00 4.705537e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Spread 20090701A 0.000000e+00 4.866979e-01 0.000000e+00 5.896501e-03 5.561373e-01 0.000000e+00 4.621249e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Spread 20090701A 0.000000e+00 6.067739e-01 0.000000e+00 7.246861e-03 5.551227e-01 0.000000e+00 4.547309e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090701B 0.000000e+00 -3.144842e-03 0.000000e+00 -7.060249e-06 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Spread 20090701B 0.000000e+00 -1.801427e-03 0.000000e+00 4.194353e-05 -5.848255e-01 0.000000e+00 9.339358e-02 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Spread 20090701B 0.000000e+00 1.115236e-02 0.000000e+00 2.056581e-04 4.071708e-01 0.000000e+00 5.149891e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Spread 20090701B 0.000000e+00 3.752827e-02 0.000000e+00 5.298186e-04 4.944510e-01 0.000000e+00 4.787782e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Spread 20090701B 0.000000e+00 8.151909e-02 0.000000e+00 1.065026e-03 5.485540e-01 0.000000e+00 4.915444e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Spread 20090701B 0.000000e+00 1.400262e-01 0.000000e+00 1.741847e-03 5.703368e-01 0.000000e+00 4.866025e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Spread 20090701B 0.000000e+00 2.118762e-01 0.000000e+00 2.567851e-03 5.779143e-01 0.000000e+00 4.803896e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Spread 20090701B 0.000000e+00 2.948802e-01 0.000000e+00 3.518235e-03 5.760180e-01 0.000000e+00 4.713656e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Spread 20090701B 0.000000e+00 3.885304e-01 0.000000e+00 4.623849e-03 5.701653e-01 0.000000e+00 4.653953e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Spread 20090701B 0.000000e+00 4.928798e-01 0.000000e+00 5.813430e-03 5.632012e-01 0.000000e+00 4.556144e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Spread 20090701B 0.000000e+00 6.095312e-01 0.000000e+00 7.173737e-03 5.576453e-01 0.000000e+00 4.501425e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090701C 0.000000e+00 -1.930414e-04 0.000000e+00 4.266593e-06 -Inf NaN Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Spread 20090701C 0.000000e+00 2.209489e-03 0.000000e+00 2.109352e-05 7.173010e-01 0.000000e+00 4.696790e-02 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Spread 20090701C 0.000000e+00 1.498582e-02 0.000000e+00 1.655681e-04 5.471297e-01 0.000000e+00 4.145997e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Spread 20090701C 0.000000e+00 4.077175e-02 0.000000e+00 4.898439e-04 5.371852e-01 0.000000e+00 4.426545e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Spread 20090701C 0.000000e+00 8.436752e-02 0.000000e+00 1.042034e-03 5.677214e-01 0.000000e+00 4.809327e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Spread 20090701C 0.000000e+00 1.418704e-01 0.000000e+00 1.698711e-03 5.778483e-01 0.000000e+00 4.745522e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Spread 20090701C 0.000000e+00 2.144371e-01 0.000000e+00 2.526939e-03 5.848995e-01 0.000000e+00 4.727358e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Spread 20090701C 0.000000e+00 3.010330e-01 0.000000e+00 3.528281e-03 5.880371e-01 0.000000e+00 4.727115e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Spread 20090701C 0.000000e+00 3.965572e-01 0.000000e+00 4.632798e-03 5.819446e-01 0.000000e+00 4.662960e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Spread 20090701C 0.000000e+00 4.981160e-01 0.000000e+00 5.819142e-03 5.691845e-01 0.000000e+00 4.560621e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Spread 20090701C 0.000000e+00 6.017155e-01 0.000000e+00 7.038999e-03 5.504949e-01 0.000000e+00 4.416879e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090701D 0.000000e+00 -2.167387e-03 0.000000e+00 -7.919523e-06 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Spread 20090701D 0.000000e+00 2.294816e-03 0.000000e+00 6.998501e-05 7.450021e-01 0.000000e+00 1.558321e-01 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Spread 20090701D 0.000000e+00 1.530735e-02 0.000000e+00 2.283079e-04 5.588687e-01 0.000000e+00 5.717067e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Spread 20090701D 0.000000e+00 4.165377e-02 0.000000e+00 5.516673e-04 5.488062e-01 0.000000e+00 4.985220e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Spread 20090701D 0.000000e+00 8.613936e-02 0.000000e+00 1.087062e-03 5.796444e-01 0.000000e+00 5.017145e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Spread 20090701D 0.000000e+00 1.443303e-01 0.000000e+00 1.752370e-03 5.878675e-01 0.000000e+00 4.895424e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Spread 20090701D 0.000000e+00 2.148399e-01 0.000000e+00 2.568569e-03 5.859982e-01 0.000000e+00 4.805239e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Spread 20090701D 0.000000e+00 2.960765e-01 0.000000e+00 3.505110e-03 5.783549e-01 0.000000e+00 4.696071e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Spread 20090701D 0.000000e+00 3.868821e-01 0.000000e+00 4.567398e-03 5.677465e-01 0.000000e+00 4.597134e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Spread 20090701D 0.000000e+00 4.880786e-01 0.000000e+00 5.746118e-03 5.577150e-01 0.000000e+00 4.503389e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Spread 20090701D 0.000000e+00 6.011827e-01 0.000000e+00 7.071758e-03 5.500075e-01 0.000000e+00 4.437435e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090701E 0.000000e+00 -1.390955e-03 0.000000e+00 -1.100831e-05 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Spread 20090701E 0.000000e+00 1.121396e-03 0.000000e+00 3.421241e-05 3.640563e-01 0.000000e+00 7.617907e-02 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Spread 20090701E 0.000000e+00 1.414151e-02 0.000000e+00 1.936506e-04 5.163040e-01 0.000000e+00 4.849213e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Spread 20090701E 0.000000e+00 4.027980e-02 0.000000e+00 5.094081e-04 5.307035e-01 0.000000e+00 4.603339e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Spread 20090701E 0.000000e+00 8.368088e-02 0.000000e+00 1.042713e-03 5.631009e-01 0.000000e+00 4.812461e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Spread 20090701E 0.000000e+00 1.417431e-01 0.000000e+00 1.744337e-03 5.773296e-01 0.000000e+00 4.872982e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Spread 20090701E 0.000000e+00 2.141182e-01 0.000000e+00 2.570858e-03 5.840297e-01 0.000000e+00 4.809521e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Spread 20090701E 0.000000e+00 2.991586e-01 0.000000e+00 3.545327e-03 5.843756e-01 0.000000e+00 4.749953e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Spread 20090701E 0.000000e+00 3.924739e-01 0.000000e+00 4.625864e-03 5.759524e-01 0.000000e+00 4.655980e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Spread 20090701E 0.000000e+00 4.919811e-01 0.000000e+00 5.788398e-03 5.621742e-01 0.000000e+00 4.536526e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Spread 20090701E 0.000000e+00 5.946103e-01 0.000000e+00 6.987682e-03 5.439945e-01 0.000000e+00 4.384678e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Unspread 20090701F 0.000000e+00 1.406137e-03 0.000000e+00 -7.385901e-06 Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090701F 0.000000e+00 -1.763267e-02 0.000000e+00 7.694840e-05 -5.724370e+00 0.000000e+00 1.713372e-01 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Unspread 20090701F 0.000000e+00 -8.286549e-03 0.000000e+00 2.186691e-04 -3.025405e-01 0.000000e+00 5.475701e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090701F 0.000000e+00 9.204217e-03 0.000000e+00 4.902474e-04 1.212695e-01 0.000000e+00 4.430191e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Unspread 20090701F 0.000000e+00 3.902228e-02 0.000000e+00 9.466985e-04 2.625867e-01 0.000000e+00 4.369323e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090701F 0.000000e+00 7.758358e-02 0.000000e+00 1.549262e-03 3.160034e-01 0.000000e+00 4.328019e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090701F 0.000000e+00 1.256182e-01 0.000000e+00 2.279678e-03 3.426367e-01 0.000000e+00 4.264786e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090701F 0.000000e+00 1.838183e-01 0.000000e+00 3.131622e-03 3.590702e-01 0.000000e+00 4.195680e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090701F 0.000000e+00 2.550129e-01 0.000000e+00 4.100388e-03 3.742295e-01 0.000000e+00 4.127084e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090701F 0.000000e+00 3.385731e-01 0.000000e+00 5.179237e-03 3.868788e-01 0.000000e+00 4.059110e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090701F 0.000000e+00 4.295627e-01 0.000000e+00 6.433498e-03 3.929965e-01 0.000000e+00 4.036935e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Unspread 20090701G 0.000000e+00 -8.786497e-04 0.000000e+00 -8.240237e-07 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090701G 0.000000e+00 1.072908e-03 0.000000e+00 4.330433e-05 3.483149e-01 0.000000e+00 9.642360e-02 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Unspread 20090701G 0.000000e+00 9.902434e-03 0.000000e+00 1.812148e-04 3.615362e-01 0.000000e+00 4.537806e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090701G 0.000000e+00 2.618140e-02 0.000000e+00 4.633092e-04 3.449511e-01 0.000000e+00 4.186760e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Unspread 20090701G 0.000000e+00 5.325750e-02 0.000000e+00 8.993788e-04 3.583775e-01 0.000000e+00 4.150927e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090701G 0.000000e+00 8.980918e-02 0.000000e+00 1.537144e-03 3.657991e-01 0.000000e+00 4.294167e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090701G 0.000000e+00 1.349340e-01 0.000000e+00 2.263763e-03 3.680466e-01 0.000000e+00 4.235014e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090701G 0.000000e+00 1.905343e-01 0.000000e+00 3.130850e-03 3.721891e-01 0.000000e+00 4.194646e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090701G 0.000000e+00 2.583054e-01 0.000000e+00 4.108698e-03 3.790612e-01 0.000000e+00 4.135447e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090701G 0.000000e+00 3.410757e-01 0.000000e+00 5.161378e-03 3.897385e-01 0.000000e+00 4.045113e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090701G 0.000000e+00 4.369282e-01 0.000000e+00 6.287507e-03 3.997350e-01 0.000000e+00 3.945328e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Unspread 20090701H 0.000000e+00 -1.656091e-04 0.000000e+00 -1.035860e-05 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090701H 0.000000e+00 2.782837e-03 0.000000e+00 5.205375e-05 9.034359e-01 0.000000e+00 1.159055e-01 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Unspread 20090701H 0.000000e+00 1.165753e-02 0.000000e+00 1.962005e-04 4.256144e-01 0.000000e+00 4.913064e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090701H 0.000000e+00 2.858432e-02 0.000000e+00 4.394105e-04 3.766106e-01 0.000000e+00 3.970796e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Unspread 20090701H 0.000000e+00 5.672496e-02 0.000000e+00 8.779793e-04 3.817106e-01 0.000000e+00 4.052162e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090701H 0.000000e+00 9.417695e-02 0.000000e+00 1.466809e-03 3.835894e-01 0.000000e+00 4.097681e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090701H 0.000000e+00 1.409951e-01 0.000000e+00 2.176315e-03 3.845787e-01 0.000000e+00 4.071417e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090701H 0.000000e+00 1.981380e-01 0.000000e+00 3.017955e-03 3.870423e-01 0.000000e+00 4.043391e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090701H 0.000000e+00 2.675419e-01 0.000000e+00 3.988980e-03 3.926156e-01 0.000000e+00 4.014951e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090701H 0.000000e+00 3.483321e-01 0.000000e+00 5.072596e-03 3.980302e-01 0.000000e+00 3.975532e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090701H 0.000000e+00 4.374012e-01 0.000000e+00 6.286810e-03 4.001677e-01 0.000000e+00 3.944890e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Unspread 20090701I 0.000000e+00 -2.741826e-03 0.000000e+00 -6.788678e-06 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090701I 0.000000e+00 -9.142770e-04 0.000000e+00 4.064892e-05 -2.968160e-01 0.000000e+00 9.051093e-02 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Unspread 20090701I 0.000000e+00 8.403110e-03 0.000000e+00 1.812638e-04 3.067961e-01 0.000000e+00 4.539033e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090701I 0.000000e+00 2.499366e-02 0.000000e+00 4.604005e-04 3.293022e-01 0.000000e+00 4.160476e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Unspread 20090701I 0.000000e+00 5.260095e-02 0.000000e+00 9.025288e-04 3.539595e-01 0.000000e+00 4.165466e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090701I 0.000000e+00 8.968210e-02 0.000000e+00 1.511666e-03 3.652815e-01 0.000000e+00 4.222991e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090701I 0.000000e+00 1.354225e-01 0.000000e+00 2.235954e-03 3.693789e-01 0.000000e+00 4.182988e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090701I 0.000000e+00 1.922061e-01 0.000000e+00 3.100156e-03 3.754548e-01 0.000000e+00 4.153522e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090701I 0.000000e+00 2.612697e-01 0.000000e+00 4.068962e-03 3.834113e-01 0.000000e+00 4.095453e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090701I 0.000000e+00 3.432520e-01 0.000000e+00 5.123268e-03 3.922253e-01 0.000000e+00 4.015245e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090701I 0.000000e+00 4.413343e-01 0.000000e+00 6.263931e-03 4.037661e-01 0.000000e+00 3.930534e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Unspread 20090701J 0.000000e+00 -5.009376e-04 0.000000e+00 -2.873091e-06 -Inf NaN -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090701J 0.000000e+00 3.277863e-03 0.000000e+00 5.176059e-05 1.064144e+00 0.000000e+00 1.152527e-01 6.191640e+03 1.458000e-01 1.261000e-02 1.204000e+00 6.370000e-01
Unspread 20090701J 0.000000e+00 1.229042e-02 0.000000e+00 1.903472e-04 4.487211e-01 0.000000e+00 4.766492e-02 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090701J 0.000000e+00 2.932528e-02 0.000000e+00 4.643849e-04 3.863730e-01 0.000000e+00 4.196481e-02 3.073464e+04 1.458000e-01 1.261000e-02 1.204000e+00 3.162000e+00
Unspread 20090701J 0.000000e+00 5.759578e-02 0.000000e+00 9.086309e-04 3.875705e-01 0.000000e+00 4.193629e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090701J 0.000000e+00 9.497168e-02 0.000000e+00 1.491380e-03 3.868264e-01 0.000000e+00 4.166323e-02 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090701J 0.000000e+00 1.423288e-01 0.000000e+00 2.208750e-03 3.882165e-01 0.000000e+00 4.132095e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090701J 0.000000e+00 1.994148e-01 0.000000e+00 3.026841e-03 3.895363e-01 0.000000e+00 4.055297e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090701J 0.000000e+00 2.694071e-01 0.000000e+00 3.993114e-03 3.953528e-01 0.000000e+00 4.019111e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090701J 0.000000e+00 3.507281e-01 0.000000e+00 5.047123e-03 4.007680e-01 0.000000e+00 3.955568e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090701J 0.000000e+00 4.403579e-01 0.000000e+00 6.256725e-03 4.028728e-01 0.000000e+00 3.926013e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
WingsBack 20090701K -1.500000e+01 -1.161728e-02 3.066183e-02 1.816390e-03 -2.391184e-02 6.311120e-02 2.564247e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
